ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum
1,天府新区华阳万东路80号附1号滨江和城,104.08183492908422,30.49083588971344,18584,170.0,91.48,3,7,南北,6,1,满二年,低层,32
2,"高新区世纪城世纪城路996号,天府大道中段177号天鹅湖北苑",104.06868177018376,30.55935748139332,15935,145.0,91.0,3,7,南北,6,1,满五年,高层,12
3,天府新区南湖南湖大道333号远大中央公园,104.04682782276916,30.493299218922427,18036,175.0,97.03,3,7,东,6,0,,高层,32
4,新都大丰花都大道789号嘉美华凯(一二期),104.057886804986,30.762774433094137,12030,118.0,98.09,3,6,北,12,1,满五年,低层,18
5,新都大丰金源街18号汇融广场B区,104.05909319324525,30.767942927751225,12398,113.2,91.31,3,6,东,8,1,满五年,中层,42
6,锦江三圣乡栀子街1097号人居东城花汇,104.15047235985745,30.59080559162815,19348,178.0,92.0,3,6,南,4,1,,中层,26
7,武侯机投镇武青北路76号上道西城,103.97637022988094,30.663480928253097,13449,129.0,95.92,3,7,南北,16,1,,高层,11
8,"金牛金牛周边大天路,天龙南一路222号保利公园里(一期)",104.08860227457112,30.76895640365898,16184,138.0,85.27,3,6,北,8,1,满二年,低层,29
9,锦江攀成钢岷江路1668号锦东庭园,104.1206446614518,30.6355223662884,20203,179.8,89.0,3,6,南北,9,1,满二年,中层,32
10,锦江川师水杉街166号蓝谷地五期,104.12463596052793,30.60443061250549,15114,133.0,88.0,3,5,南,12,1,满五年,中层,31
11,天府新区华阳广都上街138号南阳盛世,104.06036006226844,30.50578691362119,16643,127.0,76.31,2,5,南北,13,1,满二年,高层,33
12,新都三河厚诚路123号莱茵北郡,104.1461109590472,30.78245924080652,11965,113.0,94.45,3,7,南,9,1,,高层,18
13,成华龙潭寺湖景四路2号中国铁建北湖国际城二期,104.158255780805,30.709554571724677,14291,116.0,81.17,3,5,南,6,0,,低层,35
14,新都大丰方元路633号兴想花园,104.06059499420142,30.779106209837217,13117,116.0,88.44,3,6,南,12,1,满五年,高层,25
15,"天府新区南湖绿野路三段608号,牧华路三段2533号瑞升橡树林华府",103.90699853214008,30.53404290718137,16871,145.0,85.95,3,7,南,9,1,满二年,高层,34
16,"金牛国宾金瑞路118号,金耀路47号中环西岸观邸",104.00938231961854,30.70953349588537,17412,162.0,93.04,3,7,南北,11,1,满五年,中层,32
17,金牛金牛周边天龙南三路316号碧桂园城市花园,104.09338751256992,30.769295196370493,14470,135.0,93.3,3,7,西,7,1,满二年,高层,31
18,金牛金牛周边天龙南一路118号北星城,104.08806222759374,30.772165283224805,14266,138.0,96.74,4,8,东,5,1,满二年,低层,32
19,锦江春熙路大科甲巷3号春禧公寓,104.07656848735624,30.656876879317835,10834,130.0,120.0,3,7,南北,2,1,满二年,中层,22
20,"金牛国宾蜀西路66号,金水巷79号,金水三街699号龙樾熙城",103.98004239982914,30.727113666517948,18413,170.0,92.33,3,7,南北,6,1,满五年,中层,15
21,双流蛟龙港康家宴路二段188号万科第五城四期,103.92457224152224,30.63038062340724,14340,130.0,90.66,3,7,南,8,1,,低层,24
22,龙泉驿政务中心桃都大道888号新城吾悦广场,104.23806626187444,30.58008919971233,13881,122.0,87.89,3,7,北,8,1,,低层,34
23,天府新区华阳和平路876号海伦印象,104.04568895608443,30.52597332147057,18495,172.0,93.0,3,6,西南,6,1,满二年,高层,32
24,武侯机投镇武青南路10号华都星公馆(一期),103.97834858196867,30.64428883889283,11220,138.0,123.0,4,8,南北,18,1,满五年,中层,7
25,新都大丰华美东街132号汇融悉尼湾库吉岛,104.06219765342986,30.76806074348311,12461,118.0,94.7,3,6,北,12,1,满五年,低层,26
26,成华龙潭寺华冠路4号秀林苑西区,104.16795315082464,30.700050068450626,10120,85.0,84.0,3,5,南,11,0,满五年,高层,18
27,金牛抚琴小区营通街53号颐园(金牛),104.03191297747016,30.682920263635697,12701,132.8,104.56,3,7,南,26,1,满五年,中层,7
28,新都大丰方元路222号开元国际社区,104.06327072515482,30.77289762179169,13357,122.9,92.0,3,6,东,11,1,,中层,33
29,成华动物园东丽街51号首创光和城(二期),104.11276509248776,30.711369273825515,16915,133.0,78.63,3,6,北,7,0,,高层,33
30,"新都石油大学天香南路189号,育英路366号北欧印象",104.18086599604952,30.814822751890038,10973,120.0,109.36,4,8,南北,9,1,满五年,高层,32
31,武侯外双楠顺和横街29号中华名园(三期D区),103.99806745002816,30.635836666819017,16539,215.0,130.0,3,7,西北,12,0,,中层,16
32,成华动物园双荆路2号招商雍华府(2期),104.09624305054464,30.712127211317743,19120,178.0,93.1,3,6,南北,14,1,,中层,20
33,温江光华大道政通东路369号金恒德时代金悦,103.86103161035308,30.67830504723648,15633,136.0,87.0,3,6,东南,6,1,满五年,中层,31
34,"新都大丰甫家坝路358号,甫家一路66号保利大都汇雅汇",104.06892988618506,30.75745389375938,14057,133.0,94.62,3,7,南北,3,0,,中层,33
35,"锦江春熙路总府街15号,华兴正街9号王府井商务公寓",104.07726903298858,30.66145747984148,8115,78.0,96.12,3,7,南北,4,0,,中层,29
36,锦江春熙路正科甲巷48号科甲大厦,104.07683639735512,30.658691632521293,13334,180.0,135.0,4,8,南北,3,1,满五年,高层,12
37,金牛国宾盛业路433号保利国宾首府二期,103.99965993240367,30.71831117369406,18880,206.5,109.38,3,7,西北,6,1,,低层,28
38,锦江川师马家沟188号望江锦园,104.10987895994587,30.62452721893492,18494,135.0,73.0,2,5,南,10,1,满五年,中层,33
39,天府新区华阳瑞祥西街818号万科翡翠公园,104.02922938621684,30.476017692659205,22702,275.0,121.14,4,8,南,6,1,,高层,35
40,金牛国宾蜀西南三路19号白鸽岛尚,103.9933775957254,30.710751984230864,14619,128.8,88.11,3,5,西,16,0,满五年,中层,18
41,郫都犀浦学园路285号万科理想城三期星河,103.97913418401475,30.756486839536585,16200,138.0,85.19,3,7,西北,11,1,,中层,26
42,"新都三河曲景西路99号,蜀龙大道南段777号佳乐国际城二期",104.15960212689347,30.78594938319419,10562,136.0,128.77,5,9,南,12,0,满五年,高层,32
43,龙泉驿大面天鹅西湖南路6号世茂城(一期),104.18564557514594,30.572591388658672,16646,160.0,96.12,3,7,西南,12,0,,高层,22
44,天府新区麓山麓山大道一段609号恒大名都,104.07774338383294,30.490339865399477,16957,148.0,87.28,3,6,东南,14,1,,中层,32
45,新都大丰通力路766号保利大都汇熙汇,104.07134890533958,30.755741803229235,13620,155.0,113.81,3,7,南北,3,1,满二年,中层,26
46,锦江三圣乡棣棠路870号首创娇子1号,104.12297364946288,30.598871497615423,20369,193.5,95.0,3,7,西南,6,1,满二年,高层,34
47,金牛交大路一品天下大街808号人居花照云庭,104.03388237670111,30.70113306528941,24224,280.0,115.59,3,7,东北,3,0,,低层,32
48,成华万年场建材路18号隆鑫九熙(一期),104.13922074019813,30.64669979899239,17786,138.0,77.59,2,5,东南,12,1,,高层,34
49,锦江川师锦绣大道3555号锦江国际花园,104.12995724870406,30.618756619753828,17815,150.0,84.2,3,6,东北,8,1,,高层,34
50,温江温江城区共和路800号恒大未来城(一期),103.86143781481222,30.675442571663943,13098,120.0,91.62,3,6,南,5,1,满二年,低层,28
51,温江光华大道江浦路288号洲际亚洲湾B区,103.88017999758392,30.68508152742905,11365,135.0,118.79,3,7,东西,8,1,,高层,32
52,"龙泉驿西河成洛大道109号,西江大道518号昊园江南壹品",104.23595663467836,30.659321258552424,8766,72.0,82.14,3,7,南,8,0,满二年,高层,30
53,"郫都蜀都万达檬柏西路131号,檬柏西路33号万达华府一期(郫都)",103.90344127003247,30.809369340800863,11112,110.0,99.0,4,8,南,8,1,满五年,高层,32
54,青羊草市街正府街111号正府街111号院,104.0652474871851,30.67187314713701,19665,149.0,75.77,3,6,南北,28,1,满五年,中层,7
55,温江光华大道凤翔大道恒大未来城(三期),103.85946609818532,30.67059430591253,12714,120.0,94.39,3,6,南,4,1,,高层,26
56,锦江红星路玉皇观街3号上锦美地,104.08588414013909,30.66801110177704,17500,154.0,88.0,2,5,南,13,1,,中层,41
57,青羊金沙金阳路152号金沙云庭,104.0026601055132,30.683360756381653,30363,386.0,127.13,3,7,南,12,1,满五年,高层,13
58,高新区世纪城世纪城路920号成达佳园,104.0746411009456,30.555045807339223,16816,288.0,171.27,4,8,南北,15,1,满五年,高层,32
59,锦江川师水杉街369号华固一品,104.12652563344122,30.60798771011665,17078,140.0,81.98,3,6,南,8,0,,中层,20
60,成华万年场双成二路39号华润二十四城1期,104.11641435309556,30.65189850436892,20455,180.0,88.0,3,6,北,16,0,,低层,32
61,郫都红光红光路北一段299号铂悦郡(一期),103.94687046455034,30.78872339942773,10844,90.5,83.46,3,6,南,6,0,满二年,低层,20
62,郫都犀浦沱江三街66号滨江彼岸,103.98959966044758,30.760456660880017,14017,128.0,91.32,3,7,东南,3,1,满二年,低层,32
63,"天府新区麓山麓山大道680号,麓山大道一段630号洛森堡映山",104.07824218367172,30.48732847083049,15057,108.0,71.73,3,6,北,14,1,满五年,高层,27
64,双流棠湖白河路四段169号御苑枫景(一二期),103.90503067503695,30.571557272994696,15150,147.0,97.03,3,7,南北,18,0,,,5
65,成华火车东站槐柳一路88号优品尚东三期,104.14149833731086,30.644955175219355,16515,210.0,127.16,4,8,南北,9,0,,低层,32
66,双流华府剑南大道南段2688号中海右岸(一期),104.03002458337625,30.496588159873287,18824,160.0,85.0,3,6,北,7,1,,低层,26
67,锦江川师佳宏路220号比华利国际城一期,104.12557135517038,30.61702564292569,17683,145.0,82.0,2,5,东南,16,1,满五年,高层,32
68,高新西区百草路天目路77号保利香槟国际,103.9741001252742,30.73619806863867,14607,166.0,113.65,3,7,南,10,1,满五年,低层,16
69,金牛金牛周边天佑路122号保利公园里(二期),104.08999158567109,30.768856070121,16042,175.0,109.09,3,7,南北,7,1,满二年,中层,29
70,"温江光华大道凤凰南大街174号,花土路1519号合能珍宝琥珀一二期",103.88649993521804,30.674928953458064,10942,93.0,85.0,3,6,南,10,1,满五年,低层,34
71,锦江三圣乡玫瑰街7号绿地468云玺四期,104.15165475584304,30.60586080866476,24174,215.0,88.94,3,6,东南,7,1,满二年,中层,39
72,青羊西南财大青羊大道98号光华馨地,104.00804087209924,30.66974591765264,16894,162.0,95.89,3,6,东,18,1,满五年,高层,11
73,天府新区麓山启元二街168号合能枫丹铂麓一期,104.10058480901183,30.47690936296192,16956,130.0,76.67,3,5,南,5,1,满二年,高层,33
74,天府新区南湖美岸路一段66号中信城左岸,104.03209613121749,30.489973768098405,15988,155.0,96.95,3,7,南北,8,1,满五年,高层,34
75,天府新区南湖美岸路二段199号北辰南湖香麓,104.04038998259982,30.491498664796357,16903,185.0,109.45,3,7,北,5,0,,中层,32
76,双流蛟龙港康家堰路二段119号万科第五城(二期),103.9246434144056,30.63263690241531,14528,133.0,91.55,3,7,南,6,1,满二年,低层,26
77,"金牛金牛万达北站西二路1号,一环路北二段9号炎华置信花千集",104.06555463471248,30.689417445033897,24252,235.0,96.9,3,7,北,5,1,,高层,33
78,郫都蜀都万达鹃兴路666号中航城,103.9003470976346,30.82463969859741,8365,75.5,90.26,3,7,南,7,0,,中层,22
79,锦江川师佳宏北路39号比华利国际城三期,104.12525384386838,30.62061176557649,24495,218.0,89.0,3,7,东南,10,1,满五年,低层,30
80,"锦江川师静秀路57号,静秀路55号万科金润华府",104.11527998299648,30.625236625916227,20257,142.0,70.1,2,5,南,11,1,满五年,中层,35
81,"郫都犀浦犀安路38号,国宁东路299号蓝光幸福满庭",103.97959339639269,30.7519396413774,14344,118.0,82.27,3,7,西北,10,1,满五年,中层,26
82,"金牛国宾金耀路165号,迎宾大道165号恒大西锦城",104.0084824388516,30.711336472568192,15590,190.0,121.88,3,7,北,12,1,,低层,28
83,天府新区华阳协和下街588号戛纳湾金棕榈,104.0420631903172,30.5181555240019,21983,299.0,136.02,3,7,南,9,1,满五年,高层,30
84,锦江沙河堡上沙河铺街789号华宇广场,104.1193271220154,30.62551210864331,26599,193.0,72.56,3,6,西北,7,0,,低层,31
85,成华火车东站锦绣大道4599号荣盛香榭兰庭(一期),104.13261921495948,30.626941990246284,15213,110.0,72.31,2,5,南北,7,1,满二年,低层,27
86,"高新区中和梓州大道4111号,老成仁路555号领馆国际城",104.08356700720633,30.539222913811575,16673,138.0,82.77,2,5,南北,10,1,满五年,高层,30
87,武侯红牌楼丽都路16号时代丽都美语,104.02978005129414,30.627930190385747,15741,170.0,108.0,3,7,南北,18,1,满五年,低层,12
88,武侯红牌楼佳灵路20号九峰国际,104.02233678795088,30.63232491545808,15406,125.0,81.14,2,5,南北,9,1,满五年,中层,32
89,锦江万达琉璃路123号中港CCPark(一期),104.09066578299868,30.62172639110216,28146,270.0,95.93,3,6,北,7,1,,中层,30
90,成华龙潭寺桂林西路88号绿地悦蓉公馆,104.17790275205569,30.71333771210739,14731,139.0,94.36,3,7,北,5,0,满二年,低层,33
91,"金牛国宾迎宾大道199号,金耀路158号万科金域西岭",104.01089444339524,30.71252383859925,15789,143.0,90.57,2,5,西南,12,1,,高层,35
92,郫都红光银润路437号荔园悦享花醍,103.93772269010869,30.771503692072137,12051,117.0,97.09,3,7,南,4,1,,低层,31
93,青羊外光华光华大道二段光润一路78号成都佳兆业广场,103.91999256956969,30.67802286065099,16759,112.0,66.83,3,6,南北,8,1,满五年,低层,15
94,新都大丰甫家坝路37号龙湖天钜,104.07133457139535,30.763252567481025,17777,198.0,111.38,3,7,南北,5,1,满二年,高层,39
95,武侯武侯周边兆景路当代璞誉,103.98695896698123,30.627317826419727,22223,200.0,90.0,3,7,南北,3,1,满二年,高层,16
96,"双流华府长顺大道一段100号,顺兴路一段100号格林城",104.02445646809149,30.50076728609056,17556,162.0,92.28,3,7,北,8,1,满二年,低层,23
97,双流航空港西航港大道888号葛洲坝紫郡蘭园,103.9755555696486,30.55113929441118,14758,175.0,118.58,4,8,南,6,0,,高层,16
98,"双流航空港黄河中路二段9号,西航港街段大件路白家段996号蓝光圣菲悦城",103.99760097532976,30.567899638621736,17728,139.0,78.41,3,6,南,8,1,满五年,高层,17
99,高新区金融城天韵路18号曙光国际,104.062706597524,30.596389784381227,10862,69.0,63.53,3,7,南,4,1,,中层,28
100,成华龙潭寺成康路1号香木林花园里,104.16287854785156,30.698881972831877,15008,169.0,112.61,4,8,东,8,0,满五年,中层,22
101,青羊万家湾成飞大道南段238号蓝光SOFA社区,103.9581583545226,30.67727578753304,23303,220.0,94.41,3,6,东西,12,1,满五年,高层,19
102,青白江凤凰新城凤凰大道三段8号誉府仕家,104.29072959180664,30.8751832653746,8270,73.8,89.24,3,6,南北,5,0,,低层,32
103,双流华府和顺路二段55号中海云麓世家,103.994059724226,30.57754995217925,17322,245.0,141.44,4,8,东南,5,0,,中层,34
104,"温江光华大道都堂路349号,鸡鸣路577号蓝润光华春天(A区)",103.88491044503527,30.693231045563397,11865,112.0,94.4,3,7,南,5,1,满二年,高层,34
105,双流彭镇花园路二段333号碧桂园海德公园,103.87777036024404,30.57516300468891,12266,115.0,93.76,3,7,东,6,0,,中层,33
106,成华五桂桥迎晖路227号华侨城滨江壹号,104.12271350609876,30.64058589439854,17597,183.0,104.0,3,7,南北,4,1,满二年,高层,40
107,新都大丰赵家寺路386号保利春天花语,104.06638599358166,30.77292586510538,15022,112.0,74.56,3,6,北,9,1,,高层,24
108,金牛金牛万达肖家村二巷89号金牛万达广场b组团,104.07203559686992,30.689328349045702,17211,125.0,72.63,2,5,南,11,1,满五年,高层,32
109,双流东升镇静园路136号北大资源燕楠国际(2期云锦),103.93134139811194,30.594180405959552,15324,166.0,108.33,4,8,西,8,1,满二年,中层,13
110,青羊天府广场上翔街32号上翔街32号院,104.06664822253204,30.664282702667464,33994,223.0,65.6,2,4,南,39,1,满五年,中层,6
111,青羊万家湾光华西六路155号首创禧瑞光华,103.95255904514204,30.66783098851595,26137,230.0,88.0,3,7,南北,6,1,满五年,中层,20
112,温江光华大道同兴东路88号佳兆业丽晶港,103.86883436499032,30.68478425395057,14205,125.0,88.0,3,6,西北,12,1,,中层,33
113,成华府青路府青路二段18号新1号富临沙河新城,104.09583892035096,30.6869979002102,16140,218.0,135.07,3,7,南,19,1,满五年,低层,6
114,新都石油大学新园路66号新都花园二区,104.16845733539428,30.817766307987405,7023,92.0,131.0,3,7,南,17,1,,中层,6
115,"双流蛟龙港双楠大道三段,向楠路120号成都中旅名门府",103.92212776545756,30.607693583215607,16790,168.0,100.06,3,7,东,3,0,,中层,12
116,高新区大源荣华北路299号雅颂居(一期),104.04245663396937,30.554888727345745,25288,235.0,92.93,2,5,东,12,1,,低层,26
117,青羊万家湾光华南三路88号万科金色领域,103.9619795568212,30.669899226698767,18218,221.8,121.75,4,8,东,10,1,,中层,24
118,成华建设路建设路1号万科金域蓝湾,104.10657003873636,30.672905691036878,24471,208.0,85.0,3,6,东,15,0,,低层,35
119,温江温江城区南江路666号和信孔雀城,103.84002228507804,30.68683562806719,11012,139.5,126.68,3,7,南,9,1,,中层,26
120,温江光华大道温泉大道一段1399号锦绣森邻,103.8737499702982,30.68318022258836,14479,179.0,123.63,3,7,南北,12,1,满二年,中层,6
121,高新区大源盛治街777号朗诗熙华府(商住楼),104.03931314594948,30.55504906105671,14667,110.0,75.0,2,5,南北,4,1,满二年,低层,34
122,新都斑竹园云兴路418号北欧知识城一期,104.07469226304954,30.813122355844914,10271,106.0,103.21,3,7,西南,8,0,,中层,34
123,青羊万家湾光华东五路255号保利香槟光华,103.96117290291534,30.667343333731218,33074,289.0,87.38,3,7,南,9,1,,低层,21
124,双流航空港黄河中路二段36号圣菲TOWN城,104.00188147350948,30.57052769855203,12715,129.0,101.46,3,7,南,16,1,,低层,23
125,"新都新繁书院横街77号,文庙街88号,书院横街92号东湖郡",104.01904483013035,30.87391107602219,7791,75.0,96.27,3,7,南北,9,0,满五年,高层,18
126,双流华府牧华路三段999号德商华府天骄,103.90699853214008,30.53404290718137,21309,140.0,65.7,3,6,东,8,0,,低层,29
127,"新都新都新城区水河东路1号,兴城大道89号堤亚纳河谷",104.15820541124496,30.79572839434818,12395,176.0,142.0,3,7,南,13,1,满五年,低层,6
128,成华成渝立交万科路2号万科魅力之城(三期),104.1494881261308,30.627545459084462,16539,129.0,78.0,2,5,南,16,1,满五年,中层,18
129,成华建设路建设南路163号万科金色乐府,104.1245225559708,30.672670155201452,24546,216.0,88.0,3,6,南,8,1,,中层,39
130,郫都犀浦福梓路221号合能四季城1期,103.9860267720529,30.75064625773253,12562,112.0,89.16,3,6,南北,9,0,,高层,22
131,"青白江文体中心凤凰西六路55号,凤凰西七路28号英祥北城映像",104.2574403568832,30.89508942289408,6016,58.8,97.74,3,6,东南,11,0,满五年,高层,18
132,金牛金牛万达肖家村二巷88号金牛万达广场d组团,104.07347470346924,30.688962685539472,15412,125.0,81.11,3,6,东,11,1,满二年,低层,32
133,青白江文体中心凤凰西七路31号天府欧城,104.2518103147105,30.896653699177858,6090,49.0,80.47,3,6,南北,8,0,满五年,低层,26
134,武侯火车南站科华南路3号南辰景秀,104.07577211856233,30.611645617563717,18635,209.0,112.16,3,7,东南,16,0,,低层,18
135,天府新区华阳滨河路二段169号戛纳湾滨江,104.0418033194909,30.51904307790476,15556,140.0,90.0,3,6,南北,14,1,满五年,中层,33
136,"高新区中和锦和西一街188号,锦和西一街185号,锦蜀街35号融创香璟台西苑",104.0823354934148,30.523708174387757,21418,246.0,114.86,3,7,北,5,0,,高层,29
137,高新区天府长城桂溪东路123号东苑A区,104.08194863508513,30.607766151895905,25012,262.0,104.75,3,6,南,16,1,满五年,低层,32
138,温江光华大道鹏程路99号天来汇景,103.87054379742438,30.67881274933243,13334,128.0,96.0,3,7,东,4,1,,低层,31
139,郫都郫筒菠萝上街169号中铁奥维尔(三期),103.87394165568402,30.828282621424638,8014,69.0,86.11,3,7,南,15,0,,中层,29
140,武侯新双楠武侯大道铁佛段49号楠汇坊,103.9820267162378,30.62255899668853,19187,120.8,62.96,2,5,东北,8,1,,高层,16
141,新都大丰甫家二路西段39号保利大都汇璟汇,104.06866275328396,30.755988934590857,14852,150.0,101.0,3,7,北,4,1,,中层,33
142,天府新区华阳华府大道一段1175号阳光华苑,104.04349489347015,30.52686413109413,14610,187.0,128.0,3,7,南北,16,1,满五年,,5
143,金牛抚琴小区抚琴西路256号抚琴西路256号院,104.02978650232248,30.68300059478909,12130,65.5,54.0,2,4,南北,24,1,满五年,中层,6
144,天府新区南湖南湖西路175号南湖国际社区(南区),104.04194402554504,30.49894425224929,14564,192.0,131.84,4,8,南北,14,1,满五年,中层,33
145,天府新区南湖祥鹤五街366号优品道锦绣(北区),104.0317023494665,30.475757748176097,22146,300.0,135.47,3,7,南北,4,1,,中层,24
146,青白江凤凰新城凤凰东二路99号听湖九园,104.28561179967602,30.88553701633425,6072,56.8,93.55,3,7,南,5,0,满二年,高层,33
147,龙泉驿大面西湖南路333号世茂城四期西区,104.18386549396756,30.5776357987604,16380,132.0,80.59,3,6,南,9,0,满五年,高层,34
148,天府新区华阳华府大道一段996号金茂光明城市,104.0465911723658,30.52902151701795,17263,155.0,89.79,3,7,南北,9,1,满二年,中层,33
149,"温江大学城柳台大道88号,学海路88号中铁丽景书香",103.80898041650238,30.68274774237924,11385,99.0,86.96,3,6,西南,6,1,满五年,高层,31
150,温江大学城科林路东段169号雅砻阳光花园,103.81482609911194,30.67124148246854,10089,88.0,87.23,3,5,西南,7,1,满二年,中层,25
151,新都新都老城区滨园路139号香榭河畔,104.127767899292,30.788801271302237,11787,90.0,76.36,3,6,南,8,1,满五年,中层,33
152,"锦江三圣乡牡丹街,近椿树街华熙528悦都",104.14584037391654,30.598123686314857,26506,239.0,90.17,3,7,西南,7,1,满二年,高层,30
153,金牛交大路长久一巷59号花朝月盈,104.03655778125928,30.706085997149867,11294,168.0,148.76,4,7,南,19,1,满五年,高层,6
154,龙泉驿大面新建路118号百悦城四期,104.18215027559776,30.578399543010725,12944,120.0,92.71,3,7,西,9,0,满二年,高层,41
155,天府新区兴隆湖双燕路西段336号蔚蓝卡地亚花园城蔚蓝阁B区,103.8363081072794,31.042964513532997,34371,519.0,151.0,3,7,北,5,0,,低层,32
156,青羊天府广场方池街33号方池街33号院,104.05007675483242,30.66208853866723,30331,169.0,55.72,3,5,南北,29,1,满五年,中层,7
157,"双流航空港长江路三段88号,长江路三段30号前锋空港国际",103.9890390950804,30.57810841501113,14169,145.0,102.34,3,6,南北,9,0,满五年,高层,17
158,金牛中医附院中新路9号中新路9号院,104.03312052632496,30.675089916914192,13774,129.8,94.24,4,8,南北,24,1,满五年,中层,7
159,武侯外双楠顺和街89号中华名园(二期),104.0001026410084,30.63728213177234,14383,128.0,89.0,2,5,西,16,0,,中层,16
160,新都大丰诚信路338号城北优品道,104.07523276166305,30.75941674645806,13788,108.0,78.33,3,6,南,6,1,满二年,低层,32
161,"天府新区华阳江畔路,天府大道南段2716号恒大天府半岛天纪",104.06135528838492,30.477437886368097,16372,185.0,113.0,3,7,南北,3,1,满二年,高层,39
162,天府新区华阳南湖北路555号南湖尚景,104.038999247641,30.51100004422576,8000,56.0,70.0,3,7,南北,6,1,,中层,12
163,天府新区华阳天府大道南段560号美高登A座,104.06673483978189,30.520775260082207,7429,52.0,70.0,2,5,南,4,1,满二年,中层,29
164,成华成渝立交万宇路1号荣盛紫提东郡,104.1568218291603,30.627499012551603,18114,150.0,82.81,3,7,东南,9,1,满五年,中层,31
165,龙泉驿大面成龙大道金枫路398号蓝光公园华府,104.190411997745,30.573930902065776,17171,235.0,136.86,4,8,南,5,0,满二年,中层,11
166,锦江三圣乡樱花街383号东洪广厦,104.14862737052955,30.60729008701129,15115,135.0,89.32,3,6,南,12,1,满二年,高层,32
167,"高新区大源德赛二街166号,天府二街766号华润凤凰城(一期)",104.05005670928485,30.554553371818105,27555,353.0,128.11,3,7,南北,12,0,,低层,27
168,锦江春熙路青石桥南街88号弘邦领邸,104.06893638722188,30.65462531575143,32565,199.0,61.11,2,4,南北,16,1,满五年,高层,32
169,金牛金牛周边天龙大道909号保利天和,104.0882835896118,30.77505715096633,18250,230.0,126.03,4,8,南,4,1,,高层,10
170,郫都犀浦兴业北街8号万科理想城(一期),103.97738600529244,30.755470971827712,15237,129.8,85.19,3,7,东南,5,1,满二年,高层,14
171,"金牛交大路长福街58号,长福街67号第九交响交大智能小区",104.03522926819436,30.705097362129315,13242,177.0,133.67,4,8,南北,18,1,满五年,高层,6
172,"龙泉驿阳光城幸福大道119号,康阳路1111号林溪康城",104.3106957252966,30.605305042725163,8307,77.0,92.7,3,7,东,7,0,满二年,高层,34
173,新都大丰华美东街68号常青藤二期,104.05780240171444,30.76946613114302,10462,95.0,90.81,3,6,南,11,1,,低层,18
174,"金牛人民北路人民北路一段8号,万担仓路2号北成8号",104.06864316468555,30.68323472788156,18948,180.0,95.0,3,6,西南,7,1,满五年,低层,32
175,龙泉驿大面青台山路439号泰华锦城,104.20034000706076,30.57405679856148,10072,126.0,125.1,3,7,东南,6,0,满五年,高层,33
176,新都斑竹园兴贸路1288号新希望锦悦北府,104.09758971815394,30.80292013233236,10896,130.0,119.31,3,7,南,4,1,,高层,33
177,"郫都郫筒蜀信东路200号,顺和路195号天立香缇华府",103.88580525570195,30.793690281381597,10595,93.0,87.78,3,7,南,8,0,,高层,23
178,锦江春熙路北新街58号世都大厦,104.07474683082562,30.66062869073422,9559,65.0,68.0,2,6,南北,4,1,满二年,中层,24
179,双流华府华府大道三段1099号保利叶语,104.03642521058988,30.52810408747801,17719,160.0,90.3,3,7,南北,8,1,,低层,34
180,双流华府长顺大道一段139号华汇天地,104.02789597574454,30.50113921918293,19172,187.9,98.0,3,7,南北,5,1,满二年,高层,34
181,金牛金牛万达肖家村三巷69号金牛万达广场a组团,104.073386922605,30.69210239877979,18254,175.0,95.87,3,5,南,14,0,,高层,32
182,"天府新区华阳海昌路133号,海昌路99号新鸿基悦城",104.07504683167892,30.49515984302997,19105,320.0,167.5,4,8,南北,8,1,满五年,低层,32
183,双流棠湖正通路566号金座威尼谷,103.89474915122088,30.57957335052213,14912,142.0,95.23,3,7,东西,8,0,,中层,24
184,"天府新区麓山万东北一路66号,万东北一路18号三利麓山城本草荟",104.09530437751457,30.494114836642037,18216,165.0,90.58,3,6,南,8,1,满五年,低层,32
185,新都石油大学新泰东路71号七一广场,104.1689729125202,30.824352121535824,11871,165.0,139.0,3,8,南,5,1,满二年,低层,30
186,青白江凤凰新城凤凰路77号尚林幸福城,104.27464859489592,30.887978136238853,9523,86.0,90.31,3,7,南北,8,0,满二年,中层,26
187,双流东升镇城北上街253号佳兆业8号,103.91978353683902,30.59072209311171,15388,145.0,94.23,3,6,东,10,1,满二年,低层,14
188,新都新都老城区毕达路256号格林城市花园,104.15119019142114,30.80824077950306,11000,99.0,90.0,3,7,北,5,1,满二年,低层,30
189,武侯红牌楼永盛南路10号名人风景,104.02603097739136,30.63857893333112,15455,85.0,55.0,3,7,南北,4,1,满二年,中层,20
190,成华龙潭寺湖秀二路8号中国铁建北湖国际城溪檀,104.15360503436854,30.709886835501063,14495,154.0,106.25,3,7,西北,7,0,,低层,40
191,锦江攀成钢马家沟路6号建发央玺,104.11700329831392,30.62908893521565,25926,280.0,108.0,3,7,南北,6,1,满五年,低层,28
192,"新都石油大学新泰东路144号,蜀龙大道中段1011号汇景新城",104.17284411841946,30.821167916497565,11294,128.0,113.34,3,7,南,7,1,满二年,低层,22
193,"高新区新北新乐路410号,新乐中街277号神仙树馨苑",104.03527000935186,30.611303855089638,18467,172.0,93.14,3,6,南北,13,1,满五年,高层,22
